Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
"GEOMETRYCOLLECTION (POLYGON ((37.267362 31.99604, 37.267368 31.99609, 37.267338 31.996101, 37.267287 31.996106, 37.26728 31.996073, 37.267284 31.996044, 37.267314 31.99602, 37.267362 31.99604)))","2018-10-18, 2018-10-18",2018-10-15,None,,EAMENA-0184602,,Possible,Not Applicable,Isolated,Unknown,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,Grazing/Animal Movement,,,None,Positive/Built Feature,Circular,,Unknown,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Not Applicable,,,,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Unknown,Medium,Unknown,Jordan,,Not Applicable,Rubble Spread/Architectural Fragments,"None, None",,,,Archaeological Site,,"b51d9278-8f5f-40bc-9e6b-a0053ee3e463, CPF Jordan Training",High,,,,None,,,Low,No Visible/Known,Definite,E37N31-34,,Agricultural/Pastoral,,,,,,,,Plain/Plateau,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-15,,,,,,37f010f9-1645-4c1d-91ef-166c6d160ab9
"GEOMETRYCOLLECTION (POLYGON ((35.014418 29.565854, 35.014637 29.565157, 35.015008 29.565225, 35.014989 29.565775, 35.014418 29.565854)))","2018-04-11, 2018-04-11",2018-04-11,None,,EAMENA-0184603,,Probable,Definite,,,,"Maher Alamreen, Maher Alamreen",,None,None,,,None,None,None,,,,,Water Action,,,None,Negative/Cut/Dug Feature,Semi-circular,,Good,"Archaeological Assessment/Ground Survey, Condition Assessment (Image Interpretation)",High,,,Maritime,,"Government Authority/Staff, Government Authority/Staff",,Chalcolithic (Levant),"Trade/Commercial, Industrial/Productive","Erosion/Deterioration, Structural Alteration",,Definite,"High, High",,,,,,,,,,,,,,Jordan,,,,"None, None","High, High",,,Archaeological Site,,"b5288b35-1d6d-48bc-82e6-492f12497953, CPF Jordan Training",Definite,,,,None,,,Definite,Water Action,Definite,E35N29-31,"Chalcolithic, Late (Levant)",Natural,,,,,,,Tell almaqas,Watercourse Banks,1-10%,,,"Old ArchesID, Comments",Designation,,None,2018-04-11,,,,,,65257eb8-c0d3-40be-81a5-539bedf670d4
"GEOMETRYCOLLECTION (POLYGON ((37.221124 32.044961, 37.221001 32.044664, 37.220971 32.044575, 37.220765 32.044197, 37.220484 32.043958, 37.220274 32.043579, 37.220351 32.043302, 37.220743 32.043078, 37.221193 32.043084, 37.221518 32.04339, 37.221742 32.043761, 37.221836 32.044044, 37.221896 32.044197, 37.221922 32.044372, 37.221879 32.044605, 37.221827 32.044743, 37.221745 32.044818, 37.221728 32.044861, 37.221568 32.045051, 37.22133 32.045077, 37.221124 32.044961)))","2017-10-23, 2017-10-23",2017-10-23,None,,EAMENA-0184604,,Possible,Not Applicable,Clustered,2 to 5,,"Shatha Mubaideen, Shatha Mubaideen",,None,None,,,None,None,None,,,,,Water Action,,,None,Positive/Built Feature,User defined,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Medium,,,Natural,"2 to 5, 2 to 5","Government Authority/Staff, Government Authority/Staff",,Unknown,"Funerary/Memorial, Hunting/Fishing, Domestic",,,,"Low, Medium, Medium",,,,,,,,,,,"Tomb/Grave/Burial, House/Dwelling",Medium,Sub-circular,Jordan,,"Medium, High",Structure,"None, None",,,,Archaeological Site,,"b5963212-e825-4673-8f28-ae6283f8973c, CPF Jordan Training",Negligible,,,,None,,,High,Water Action,High,E37N32-11,,Natural,,,,,,,,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",,,None,2017-10-23,,,,,,33af7903-8d74-4263-8a81-8fdc4a80d996
"GEOMETRYCOLLECTION (POLYGON ((37.277633 31.923638, 37.27656 31.923667, 37.275461 31.923791, 37.275289 31.923339, 37.275976 31.92288, 37.2765 31.922429, 37.277178 31.921634, 37.277796 31.922042, 37.277633 31.923638)))","2018-11-16, 2018-11-16","2018-10-15, 2018-10-15, 2018-10-15","None, None, None",,EAMENA-0184605,,"Probable, Probable, Probable",Not Applicable,Dispersed,1,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None, None","None, None, None",,,"None, None, None","None, None, None","None, None, None",,,,,"Grazing/Animal Movement, Road/Track, Water Action",,,"None, None, None",Positive/Built Feature,Rectilinear,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","High, High, High",,,"Natural, Agricultural/Pastoral, Maritime",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Hunting/Fishing,"Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement, Structural Alteration",,,High,,,,,,,,,,,Kite,High,Rectilinear,Jordan,,Medium,Rubble Spread/Architectural Fragments,"None, None","High, High, High, High, High, High, High",,,Archaeological Site,,"b5b3dcb5-9eec-4e69-bbda-6fd3e1eedffe, CPF Jordan Training",Medium,,,,None,,,High,"Water Action, Grazing/Animal Movement, Road/Track",Medium,E37N31-34,,"Agricultural/Pastoral, Infrastructure/Transport, Natural",,,,,,,KITE,Plain/Plateau,31-60%,,,"Old ArchesID, Comments",Toponym,,None,"2018-10-15, 2018-10-15, 2018-10-15",,,,,,3c16859e-e9c7-4561-995d-456938cbe79b
"GEOMETRYCOLLECTION (POLYGON ((37.258592 31.991737, 37.25873 31.991781, 37.258755 31.991948, 37.258601 31.992043, 37.258446 31.992043, 37.258395 31.991926, 37.258395 31.991795, 37.258592 31.991737)))","2018-11-09, 2018-11-09","2018-10-15, 2018-10-15","None, None",,EAMENA-0184606,,"Probable, Probable",Not Applicable,Overlapping,1,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Water Action, Grazing/Animal Movement",,,"None, None",Positive/Built Feature,Irregular,,Very Bad,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","High, High",,,"Agricultural/Pastoral, Natural",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement, Structural Alteration",,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None","High, High, High, High, High",,,Archaeological Site,,"b5d237f7-f1b2-427b-87a0-f9e44100b863, CPF Jordan Training",Low,,,,None,,,High,"Grazing/Animal Movement, Water Action",High,E37N31-34,,"Natural, Agricultural/Pastoral",,,,,,,ENCLOSURE,Plain/Plateau,91-100%,,,"Old ArchesID, Comments",Toponym,,None,"2018-10-15, 2018-10-15",,,,,,43606089-6db8-4131-bc95-d353fd2c8a9e
GEOMETRYCOLLECTION (POINT (37.002204 31.999264)),"2018-11-28, 2018-11-28",2018-11-28,None,,EAMENA-0184607,,Probable,Not Applicable,Isolated,1,,"Samar Habahbeh, Samar Habahbeh",,None,None,,,None,None,None,,,,,Clearance (Unclassified),,,None,Positive/Built Feature,Irregular,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Medium,,,Natural,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Funerary/Memorial,"Covered, Loss/Removal of Archaeological Material",,,Low,,,,,,,,,,,Tomb/Grave/Burial,Medium,Irregular,Jordan,,Low,Small Mound/Cairn,"None, None","Medium, Medium",,,Archaeological Site,,"b5d7deb4-d0e7-4bf8-9e69-17e412354a4d, CPF Jordan Training",Medium,,,,None,,,Medium,Clearance (Unclassified),Medium,E37N31-33,,Natural,,,,,,,,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",,,None,2018-11-28,,,,,,0476f25a-2b15-4be2-bf6f-aee1451690dc
"GEOMETRYCOLLECTION (POLYGON ((36.331358 32.094939, 36.330875 32.095126, 36.331064 32.09538, 36.330954 32.095601, 36.330609 32.096165, 36.330308 32.096267, 36.330158 32.096223, 36.329505 32.095963, 36.327643 32.097028, 36.327413 32.096972, 36.326911 32.096479, 36.326252 32.095763, 36.325264 32.094374, 36.324829 32.093281, 36.323849 32.09076, 36.32366 32.089674, 36.324954 32.088473, 36.325992 32.087493, 36.326145 32.087546, 36.327783 32.088433, 36.329432 32.089392, 36.330731 32.090011, 36.331735 32.090873, 36.332126 32.091646, 36.331673 32.093402, 36.331639 32.093676, 36.331468 32.094294, 36.331358 32.094939)))","2018-06-23, 2018-06-23",None,None,,EAMENA-0184608,,Not Applicable,"Probable, Probable, Probable, Probable, Probable, Probable, Definite","Dispersed, Multiple, Dispersed, Dispersed","2 to 5, 1, 11 to 20, 11 to 20",,"Rudaina Almomani, Rudaina Almomani",,2010-03-30,2017-04-09,,,None,2010-03-30,2017-04-09,,,,,Unknown,,,None,Positive/Built Feature,Polygonal,,Unknown,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Not Applicable,,,Unknown,"2 to 5, 1, 1, 11 to 20","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Bronze Age (Levant), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia)","Hunting/Fishing, Domestic, Public/Institutional, Military",Unknown,,"Probable, Probable, Probable, Probable, Probable, Definite","High, High, High, High",,,,,,,,,,,"House/Dwelling, Palace/High Status Complex, Ramparts/Fortification/Defensive Earthwork, Building","High, High, Medium, High","Multiple, Sub-rectangular, Multiple, Multiple",Jordan,,"High, High, High, High","Rubble Spread/Architectural Fragments, Bank/Wall, Scatter, Structure","None, None",Not Applicable,,,Archaeological Site,,"b623c02f-7388-485d-8b0d-6ffca5eb2f78, CPF Jordan Training",High,,,,"None, None, None, None, None, None, None",,,High,No Visible/Known,High,E36N32-12,"Byzantine (Levant/Mesopotamia), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia), Roman Imperial (Levant/Mesopotamia), Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Nabataean (Levant/Northern Arabia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",Unknown,,,,,,,"Hallabat Castle, JADIS 271.6001, MEGA Jordan 7597, Qasr el-Hallabat, قصر الحلابات",Plain/Plateau,No Visible/Known,,,"Old ArchesID, Comments","Alternative Reference, Alternative Reference, Toponym, Toponym, Toponym",,None,None,,,,,,8b5e0b67-d3b7-4ce3-8d23-807cf25e8244
GEOMETRYCOLLECTION (POINT (35.640563 31.813624)),"2018-03-29, 2018-03-29",2004-12-30,None,,EAMENA-0184609,,Probable,Not Applicable,,,,"Dana salameen, Dana salameen",,None,None,,,None,None,None,,,,,Clearance (Unclassified),,,None,Surface Feature,Rectangular/Square,,Poor,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Definite,,,Industrial/Productive,,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Jordan,,,,"None, None",,,,Archaeological Site,,"b627bd6b-11d1-4b8c-8848-2ee77c62ef57, CPF Jordan Training",High,,,,None,,,High,Construction,High,E35N31-43,,Infrastructure/Transport,,,,,,,mothalath ramah,Plain/Plateau,91-100%,,,"Old ArchesID, Comments",Alternative Reference,,None,2004-12-30,,,,,,1eee17c5-9d9e-42e1-9d73-c716d03f46ba
"GEOMETRYCOLLECTION (POLYGON ((37.277319 31.903918, 37.277161 31.903824, 37.277218 31.90343, 37.27692 31.903187, 37.276591 31.903243, 37.275628 31.903675, 37.27552 31.903619, 37.275519 31.903542, 37.275562 31.903481, 37.276099 31.902625, 37.275771 31.902496, 37.275517 31.90248, 37.275462 31.902315, 37.27511 31.90215, 37.274862 31.902171, 37.274115 31.901934, 37.273756 31.901861, 37.273738 31.901846, 37.273276 31.90148, 37.273156 31.901298, 37.273334 31.901125, 37.273757 31.900952, 37.273951 31.900863, 37.275246 31.901238, 37.275965 31.901133, 37.27657 31.901344, 37.276582 31.901354, 37.276943 31.901696, 37.277059 31.902153, 37.277758 31.903273, 37.277806 31.903376, 37.277319 31.903918)))","2018-11-22, 2018-11-22","2018-10-15, 2018-10-15, 2018-10-15","None, None, None",,EAMENA-0184610,,"Probable, Probable, Probable",Not Applicable,Multiple,6 to 10,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None, None","None, None, None",,,"None, None, None","None, None, None","None, None, None",,,,,"Water Action, Road/Track, Grazing/Animal Movement",,,"None, None, None",Positive/Built Feature,Irregular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","High, High, High",,,"Agricultural/Pastoral, Maritime, Natural",6 to 10,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement, Structural Alteration, Collapse/Structural Damage, Artefact Displacement, Structural Alteration",,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None","High, High, High, High, High, High, High, High",,,Archaeological Site,,"b64745f0-a20d-4ebe-a6cb-9c4fe81e099f, CPF Jordan Training",High,,,,None,,,High,"Grazing/Animal Movement, Road/Track, Water Action",High,E37N31-34,,"Natural, Infrastructure/Transport, Agricultural/Pastoral",,,,,,,ENCLOSURE,Plain/Plateau,11-30%,,,"Old ArchesID, Comments",Toponym,,None,"2018-10-15, 2018-10-15, 2018-10-15",,,,,,dbf58916-0c54-4a27-b9c6-8eff182a6baa
GEOMETRYCOLLECTION (POINT (37.039231 31.99825)),"2018-11-08, 2018-11-08",2018-11-08,None,,EAMENA-0184611,,Probable,Not Applicable,Isolated,1,,"Samar Habahbeh, Samar Habahbeh",,None,None,,,None,None,None,,,,,Clearance (Unclassified),,,None,Positive/Built Feature,Irregular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Medium,,,Natural,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Funerary/Memorial,"Loss/Removal of Archaeological Material, Covered",,,Low,,,,,,,,,,,Tomb/Grave/Burial,Medium,Irregular,Jordan,,Low,Small Mound/Cairn,"None, None","Medium, Medium",,,Archaeological Site,,"12190447-3cd7-4450-bde5-18159eeab1fa, CPF Jordan Training",Medium,,,,None,,,Low,Clearance (Unclassified),Low,E37N31-33,,Natural,,,,,,,,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",,,None,2018-11-08,,,,,,b0b908d5-0de3-4329-8a7f-67dc91fdc795
"GEOMETRYCOLLECTION (POLYGON ((37.454246 31.84123, 37.453638 31.841084, 37.452376 31.840581, 37.451892 31.840139, 37.450918 31.839464, 37.45067 31.838965, 37.450821 31.838241, 37.450919 31.837483, 37.451998 31.836866, 37.452038 31.836858, 37.453607 31.836687, 37.455264 31.836803, 37.456733 31.837925, 37.457083 31.838569, 37.457132 31.839138, 37.457132 31.839154, 37.457172 31.839528, 37.456962 31.84002, 37.456683 31.840266, 37.455902 31.840865, 37.455564 31.841053, 37.455264 31.841095, 37.454765 31.841154, 37.454526 31.841162, 37.454246 31.84123)))","2018-12-27, 2018-12-27",2018-10-13,None,,EAMENA-0184612,,"Probable, Probable",Not Applicable,Clustered,1,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,"Grazing/Animal Movement, Water Action",,,None,Positive/Built Feature,Semi-circular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Agricultural/Pastoral,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,"Collapse/Structural Damage, Artefact Displacement",,,Not Applicable,,,,,,,,,,,Unknown,High,Semi-circular,Jordan,,Not Applicable,Large Mound,"None, None","High, High",,,Archaeological Site,,"b64f6d0b-5b58-4336-8057-fbfed448317a, CPF Jordan Training",High,,,,None,,,High,Grazing/Animal Movement,High,E37N31-34,,"Agricultural/Pastoral, Natural",,,,,,,MESA,Plain/Plateau,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-13,,,,,,7b6f2b0f-c6df-4b51-9f23-58338f83521c
"GEOMETRYCOLLECTION (POLYGON ((37.277488 31.909642, 37.277308 31.909773, 37.277042 31.909867, 37.276965 31.909583, 37.277034 31.909277, 37.277343 31.909336, 37.277531 31.909547, 37.277488 31.909642)))","2018-11-21, 2018-11-21","2018-10-15, 2018-10-15, 2018-10-15","None, None, None",,EAMENA-0184613,,"Probable, Probable, Probable",Not Applicable,Overlapping,1,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None, None","None, None, None",,,"None, None, None","None, None, None","None, None, None",,,,,"Water Action, Road/Track, Grazing/Animal Movement",,,"None, None, None",Positive/Built Feature,Irregular,,Very Bad,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","High, High, High",,,"Infrastructure/Transport, Agricultural/Pastoral, Natural",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Collapse/Structural Damage, Artefact Displacement, Structural Alteration, Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement, Structural Alteration",,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None","High, High, High, Medium, Medium, High, High, Medium",,,Archaeological Site,,"b68b6252-43bf-42c1-bc36-e135ef0452d6, CPF Jordan Training",High,,,,None,,,High,"Road/Track, Grazing/Animal Movement, Water Action",High,E37N31-34,,"Natural, Infrastructure/Transport, Agricultural/Pastoral",,,,,,,ENCLOSURE,Plain/Plateau,61-90%,,,"Old ArchesID, Comments",Toponym,,None,"2018-10-15, 2018-10-15, 2018-10-15",,,,,,85928f1f-bab9-4a80-8b1a-a221db8fac81
"GEOMETRYCOLLECTION (POLYGON ((37.27213 31.908889, 37.272001 31.908933, 37.271907 31.908867, 37.271855 31.908744, 37.272001 31.908671, 37.272224 31.908751, 37.27213 31.908889)))","2018-11-21, 2018-11-21",2018-10-15,None,,EAMENA-0184614,,Probable,Not Applicable,Concentric,1,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,Grazing/Animal Movement,,,None,Positive/Built Feature,Semi-circular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Not Applicable,,,,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Unknown,High,Semi-circular,Jordan,,Not Applicable,Rubble Spread/Architectural Fragments,"None, None",,,,Archaeological Site,,"b69b97e7-8b6c-4c52-a48f-25fc31351f77, CPF Jordan Training",High,,,,None,,,High,No Visible/Known,High,E37N31-34,,Agricultural/Pastoral,,,,,,,,Plain/Plateau,Unknown,,,"Old ArchesID, Comments",,,None,2018-10-15,,,,,,e46b9259-78b8-47f8-a255-c139eea75239
"GEOMETRYCOLLECTION (POLYGON ((35.897857 32.277076, 35.898188 32.27706, 35.898211 32.277465, 35.897891 32.277485, 35.897857 32.277076)))","2018-03-21, 2010-01-01, 2018-03-21","2018-03-21, 2014-01-01","None, None",,EAMENA-0184615,,Probable,Definite,Discrete,1,,"Mohamad Atoom, Mohamad Atoom, Mohamad Atoom",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,Construction,,,"None, None",Positive/Built Feature,Rectangular/Square,,Good,"Archaeological Assessment (Image Interpretation), Archaeological Assessment/Ground Survey, Condition Assessment (Image Interpretation)","Definite, Definite",,,"Military/Armed Conflict, Military/Armed Conflict",1,"Government Authority/Staff, Government Authority/Staff, Government Authority/Staff",,Contemporary Islamic (MENA),Military,"Erosion/Deterioration, Structural Alteration",,Definite,Definite,,,,,,,,,,,Government/Administrative Building,Definite,Rectangular/Square,Jordan,,Definite,Structure,"None, None, None","Definite, Definite",,,Archaeological Site,,"b6d06a96-91ee-4b64-931e-b0b0f442b726, CPF Jordan Training",Definite,,,,None,,,Definite,"Occupation/Continued Use, Construction",Definite,E35N32-24,"Contemporary Islamic, Modern (MENA)",Military/Armed Conflict,,,,,,,,Slopes,61-90%,,,"Old ArchesID, Comments",,,None,"2018-03-21, 2014-01-01",,,,,,7985f227-02a3-4073-9da5-cc08bdd96034
"GEOMETRYCOLLECTION (POLYGON ((35.794278 31.717839, 35.794044 31.71784, 35.79402 31.717659, 35.794289 31.717652, 35.794278 31.717839)))",2018-03-05,2020-11-17,None,,EAMENA-0184618,,Not Applicable,Definite,,,,Mohammad Mubarak,,None,None,,,None,None,None,,,,,No Visible/Known,,,mohammad mubarak,Positive/Built Feature,Rectangular/Square,,Good,Archaeological Assessment/Ground Survey,Not Applicable,,,"Not Applicable, Not Applicable",,Government Authority/Staff,,Islamic (Levant/Arabia),Religious,Not Applicable,,Definite,Definite,,,,,,,,,,,,,,Jordan,,,,None,Not Applicable,,,Archaeological Site,,"b7a3ee41-bea2-4881-93c0-4bc5f7bf0c39, CPF Jordan Training",Definite,,,,None,mohammad mubarak,,Definite,No Visible/Known,Definite,E31N42,"Islamic, Late (Ottoman) (Levant/Arabia)",Not Applicable,,,,,,,Church of the Map,Summit,1-10%,,,"Old ArchesID, Comments",Toponym,,None,2020-11-17,,,,,,d7eaa2da-c34f-46e4-8cdc-732c2afa2024
GEOMETRYCOLLECTION (POINT (35.578567 31.824255)),"2018-04-02, 2018-04-02",2018-04-02,None,,EAMENA-0184616,,Possible,"Definite, Definite",Clustered,2 to 5,,"Dana salameen, Dana salameen",,None,None,,,None,None,None,,,,,Excavation (Unclassified),,,None,"Positive/Built Feature, Surface Feature",Unknown,,Unknown,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Not Applicable,,,Unknown,2 to 5,"Government Authority/Staff, Government Authority/Staff",,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Hydrological,,,"Definite, Definite",Definite,,,,,,,,,,,Reservoir/Birka,Definite,Circular,Jordan,,Definite,Structure,"None, None",,,,Archaeological Site,,"b6dff737-a0bc-4077-a5a6-39d4401fa7e3, CPF Jordan Training",Medium,,,,"None, None",,,Definite,Unknown,Definite,E35N31-43,"Islamic, Late (Mamluk/Rasulid) (Levant/Arabia), Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran)",Looting/Illegal Activities,,,,,,,gharaba,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",Toponym,,None,2018-04-02,,,,,,d80ec4a2-b468-4fbb-b093-81d8eec43ad3
"GEOMETRYCOLLECTION (POLYGON ((37.488447 31.849159, 37.488327 31.849276, 37.488138 31.849327, 37.487932 31.849378, 37.487786 31.849152, 37.488052 31.849035, 37.488284 31.84886, 37.488387 31.848744, 37.488653 31.848809, 37.488447 31.849159)))","2018-11-24, 2018-11-24","2018-10-15, 2018-10-15","None, None",,EAMENA-0184617,,"Possible, Probable, Possible",Not Applicable,Overlapping,1,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Water Action, Grazing/Animal Movement, Road/Track",,,"None, None",Positive/Built Feature,Irregular,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Medium, High",,,"Natural, Agricultural/Pastoral",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement",,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None","Medium, Medium, High, High",,,Archaeological Site,,"b7537726-838e-4ca5-b02a-cb24d3cd1e74, CPF Jordan Training",High,,,,None,,,High,"Water Action, Grazing/Animal Movement",High,E37N31-34,,"Natural, Agricultural/Pastoral, Infrastructure/Transport",,,,,,,ENCLOSURE,Slopes,31-60%,,,"Old ArchesID, Comments",,,None,"2018-10-15, 2018-10-15",,,,,,1534f289-a02a-4e8f-a50b-d3171a851110
"GEOMETRYCOLLECTION (POLYGON ((37.289493 31.9957, 37.289959 31.995404, 37.291395 31.995675, 37.29133 31.996945, 37.289856 31.997947, 37.289295 31.99711, 37.289493 31.9957)))","2018-10-18, 2018-10-18",2018-10-15,None,,EAMENA-0184619,,Possible,Not Applicable,Multiple,6 to 10,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,Grazing/Animal Movement,,,None,Positive/Built Feature,User defined,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",High,,,,6 to 10,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Collapse/Structural Damage, Structural Alteration",,,Low,,,,,,,,,,,Building/Enclosure,Low,Multiple,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None","High, Medium",,,Archaeological Site,,"b7a760e8-10db-4891-b460-f1a567d8b0f8, CPF Jordan Training",High,,,,None,,,High,Grazing/Animal Movement,High,E37N31-34,,Agricultural/Pastoral,,,,,,,enclosure,Plain/Plateau,11-30%,,,"Old ArchesID, Comments",Alternative Reference,,None,2018-10-15,,,,,,cd55782f-63a0-4e9c-810c-f009f72428ad
